2020-09-06 20:15:55,686 Results for XGB 1 [Target: reg:linear, MaxDepth: 2, NEstimators: 100, Alpha: 0, Lambda: 0] -> MAE: 24.78 | ExpVar: -0.07
2020-09-06 20:15:56,753 Results for XGB 35 [Target: reg:linear, MaxDepth: 6, NEstimators: 100, Alpha: 0.1, Lambda: 0] -> MAE: 22.85 | ExpVar: 0.08
2020-09-06 20:15:56,763 Results for XGB 36 [Target: reg:linear, MaxDepth: 6, NEstimators: 100, Alpha: 0.1, Lambda: 0.1] -> MAE: 23.25 | ExpVar: 0.03
2020-09-06 20:15:56,791 Results for XGB 37 [Target: reg:linear, MaxDepth: 6, NEstimators: 250, Alpha: 0, Lambda: 0] -> MAE: 22.59 | ExpVar: 0.08
2020-09-06 20:15:56,818 Results for XGB 38 [Target: reg:linear, MaxDepth: 6, NEstimators: 250, Alpha: 0, Lambda: 0.1] -> MAE: 22.96 | ExpVar: 0.06
2020-09-06 20:15:56,838 Results for XGB 39 [Target: reg:linear, MaxDepth: 6, NEstimators: 250, Alpha: 0.1, Lambda: 0] -> MAE: 22.85 | ExpVar: 0.08
2020-09-06 20:15:56,861 Results for XGB 40 [Target: reg:linear, MaxDepth: 6, NEstimators: 250, Alpha: 0.1, Lambda: 0.1] -> MAE: 23.25 | ExpVar: 0.03
2020-09-06 20:15:56,897 Results for XGB 41 [Target: reg:linear, MaxDepth: 6, NEstimators: 500, Alpha: 0, Lambda: 0] -> MAE: 22.59 | ExpVar: 0.08
2020-09-06 20:15:56,934 Results for XGB 42 [Target: reg:linear, MaxDepth: 6, NEstimators: 500, Alpha: 0, Lambda: 0.1] -> MAE: 22.96 | ExpVar: 0.06
2020-09-06 20:15:56,963 Results for XGB 43 [Target: reg:linear, MaxDepth: 6, NEstimators: 500, Alpha: 0.1, Lambda: 0] -> MAE: 22.85 | ExpVar: 0.08
2020-09-06 20:15:56,998 Results for XGB 44 [Target: reg:linear, MaxDepth: 6, NEstimators: 500, Alpha: 0.1, Lambda: 0.1] -> MAE: 23.25 | ExpVar: 0.03
2020-09-06 20:15:57,048 Results for XGB 45 [Target: reg:linear, MaxDepth: 6, NEstimators: 1000, Alpha: 0, Lambda: 0] -> MAE: 22.59 | ExpVar: 0.08
2020-09-06 20:15:57,100 Results for XGB 46 [Target: reg:linear, MaxDepth: 6, NEstimators: 1000, Alpha: 0, Lambda: 0.1] -> MAE: 22.96 | ExpVar: 0.06
2020-09-06 20:15:57,154 Results for XGB 47 [Target: reg:linear, MaxDepth: 6, NEstimators: 1000, Alpha: 0.1, Lambda: 0] -> MAE: 22.85 | ExpVar: 0.08
2020-09-06 20:15:57,214 Results for XGB 48 [Target: reg:linear, MaxDepth: 6, NEstimators: 1000, Alpha: 0.1, Lambda: 0.1] -> MAE: 23.25 | ExpVar: 0.03
2020-09-06 20:15:57,224 Results for XGB 49 [Target: reg:gamma, MaxDepth: 2, NEstimators: 100, Alpha: 0, Lambda: 0] -> MAE: 22.76 | ExpVar: 0.12
2020-09-06 20:15:57,232 Results for XGB 50 [Target: reg:gamma, MaxDepth: 2, NEstimators: 100, Alpha: 0, Lambda: 0.1] -> MAE: 22.7 | ExpVar: 0.12
2020-09-06 20:15:57,243 Results for XGB 51 [Target: reg:gamma, MaxDepth: 2, NEstimators: 100, Alpha: 0.1, Lambda: 0] -> MAE: 22.46 | ExpVar: 0.09
2020-09-06 20:15:57,254 Results for XGB 52 [Target: reg:gamma, MaxDepth: 2, NEstimators: 100, Alpha: 0.1, Lambda: 0.1] -> MAE: 22.2 | ExpVar: 0.09
2020-09-06 20:15:57,277 Results for XGB 53 [Target: reg:gamma, MaxDepth: 2, NEstimators: 250, Alpha: 0, Lambda: 0] -> MAE: 23.82 | ExpVar: -0.16
2020-09-06 20:15:57,296 Results for XGB 54 [Target: reg:gamma, MaxDepth: 2, NEstimators: 250, Alpha: 0, Lambda: 0.1] -> MAE: 23.98 | ExpVar: -0.17
2020-09-06 20:15:57,320 Results for XGB 55 [Target: reg:gamma, MaxDepth: 2, NEstimators: 250, Alpha: 0.1, Lambda: 0] -> MAE: 23.54 | ExpVar: -0.0
2020-09-06 20:15:57,334 Results for XGB 56 [Target: reg:gamma, MaxDepth: 2, NEstimators: 250, Alpha: 0.1, Lambda: 0.1] -> MAE: 23.2 | ExpVar: -0.02
2020-09-06 20:15:57,363 Results for XGB 57 [Target: reg:gamma, MaxDepth: 2, NEstimators: 500, Alpha: 0, Lambda: 0] -> MAE: 24.5 | ExpVar: -0.23
2020-09-06 20:15:57,391 Results for XGB 58 [Target: reg:gamma, MaxDepth: 2, NEstimators: 500, Alpha: 0, Lambda: 0.1] -> MAE: 24.75 | ExpVar: -0.27
2020-09-06 20:15:57,418 Results for XGB 59 [Target: reg:gamma, MaxDepth: 2, NEstimators: 500, Alpha: 0.1, Lambda: 0] -> MAE: 23.54 | ExpVar: -0.0
2020-09-06 20:15:57,440 Results for XGB 60 [Target: reg:gamma, MaxDepth: 2, NEstimators: 500, Alpha: 0.1, Lambda: 0.1] -> MAE: 23.2 | ExpVar: -0.02
2020-09-06 20:15:57,501 Results for XGB 61 [Target: reg:gamma, MaxDepth: 2, NEstimators: 1000, Alpha: 0, Lambda: 0] -> MAE: 24.5 | ExpVar: -0.23
2020-09-06 20:15:57,568 Results for XGB 62 [Target: reg:gamma, MaxDepth: 2, NEstimators: 1000, Alpha: 0, Lambda: 0.1] -> MAE: 24.75 | ExpVar: -0.27
2020-09-06 20:15:57,621 Results for XGB 63 [Target: reg:gamma, MaxDepth: 2, NEstimators: 1000, Alpha: 0.1, Lambda: 0] -> MAE: 23.54 | ExpVar: -0.0
2020-09-06 20:15:57,668 Results for XGB 64 [Target: reg:gamma, MaxDepth: 2, NEstimators: 1000, Alpha: 0.1, Lambda: 0.1] -> MAE: 23.2 | ExpVar: -0.02
2020-09-06 20:15:57,677 Results for XGB 65 [Target: reg:gamma, MaxDepth: 3, NEstimators: 100, Alpha: 0, Lambda: 0] -> MAE: 23.35 | ExpVar: 0.04
2020-09-06 20:15:57,684 Results for XGB 66 [Target: reg:gamma, MaxDepth: 3, NEstimators: 100, Alpha: 0, Lambda: 0.1] -> MAE: 22.72 | ExpVar: 0.04
2020-09-06 20:15:57,693 Results for XGB 67 [Target: reg:gamma, MaxDepth: 3, NEstimators: 100, Alpha: 0.1, Lambda: 0] -> MAE: 21.56 | ExpVar: 0.04
2020-09-06 20:15:57,705 Results for XGB 68 [Target: reg:gamma, MaxDepth: 3, NEstimators: 100, Alpha: 0.1, Lambda: 0.1] -> MAE: 21.49 | ExpVar: 0.05
2020-09-06 20:15:57,723 Results for XGB 69 [Target: reg:gamma, MaxDepth: 3, NEstimators: 250, Alpha: 0, Lambda: 0] -> MAE: 23.87 | ExpVar: -0.02
2020-09-06 20:15:57,742 Results for XGB 70 [Target: reg:gamma, MaxDepth: 3, NEstimators: 250, Alpha: 0, Lambda: 0.1] -> MAE: 23.3 | ExpVar: -0.11
2020-09-06 20:15:57,761 Results for XGB 71 [Target: reg:gamma, MaxDepth: 3, NEstimators: 250, Alpha: 0.1, Lambda: 0] -> MAE: 21.8 | ExpVar: -0.01
2020-09-06 20:15:57,781 Results for XGB 72 [Target: reg:gamma, MaxDepth: 3, NEstimators: 250, Alpha: 0.1, Lambda: 0.1] -> MAE: 21.72 | ExpVar: 0.0
2020-09-06 20:15:57,813 Results for XGB 73 [Target: reg:gamma, MaxDepth: 3, NEstimators: 500, Alpha: 0, Lambda: 0] -> MAE: 23.87 | ExpVar: -0.02
2020-09-06 20:15:57,839 Results for XGB 74 [Target: reg:gamma, MaxDepth: 3, NEstimators: 500, Alpha: 0, Lambda: 0.1] -> MAE: 23.31 | ExpVar: -0.11
2020-09-06 20:15:57,863 Results for XGB 75 [Target: reg:gamma, MaxDepth: 3, NEstimators: 500, Alpha: 0.1, Lambda: 0] -> MAE: 21.8 | ExpVar: -0.01
2020-09-06 20:15:57,894 Results for XGB 76 [Target: reg:gamma, MaxDepth: 3, NEstimators: 500, Alpha: 0.1, Lambda: 0.1] -> MAE: 21.72 | ExpVar: 0.0
2020-09-06 20:15:57,972 Results for XGB 77 [Target: reg:gamma, MaxDepth: 3, NEstimators: 1000, Alpha: 0, Lambda: 0] -> MAE: 23.87 | ExpVar: -0.02
2020-09-06 20:15:58,034 Results for XGB 78 [Target: reg:gamma, MaxDepth: 3, NEstimators: 1000, Alpha: 0, Lambda: 0.1] -> MAE: 23.31 | ExpVar: -0.11
2020-09-06 20:15:58,087 Results for XGB 79 [Target: reg:gamma, MaxDepth: 3, NEstimators: 1000, Alpha: 0.1, Lambda: 0] -> MAE: 21.8 | ExpVar: -0.01
2020-09-06 20:15:58,142 Results for XGB 80 [Target: reg:gamma, MaxDepth: 3, NEstimators: 1000, Alpha: 0.1, Lambda: 0.1] -> MAE: 21.72 | ExpVar: 0.0
2020-09-06 20:15:58,154 Results for XGB 81 [Target: reg:gamma, MaxDepth: 6, NEstimators: 100, Alpha: 0, Lambda: 0] -> MAE: 23.23 | ExpVar: 0.12
2020-09-06 20:15:58,167 Results for XGB 82 [Target: reg:gamma, MaxDepth: 6, NEstimators: 100, Alpha: 0, Lambda: 0.1] -> MAE: 23.59 | ExpVar: 0.02
2020-09-06 20:15:58,178 Results for XGB 83 [Target: reg:gamma, MaxDepth: 6, NEstimators: 100, Alpha: 0.1, Lambda: 0] -> MAE: 21.82 | ExpVar: 0.1
2020-09-06 20:15:58,191 Results for XGB 84 [Target: reg:gamma, MaxDepth: 6, NEstimators: 100, Alpha: 0.1, Lambda: 0.1] -> MAE: 21.15 | ExpVar: 0.12
2020-09-06 20:15:58,207 Results for XGB 85 [Target: reg:gamma, MaxDepth: 6, NEstimators: 250, Alpha: 0, Lambda: 0] -> MAE: 23.22 | ExpVar: 0.12
2020-09-06 20:15:58,230 Results for XGB 86 [Target: reg:gamma, MaxDepth: 6, NEstimators: 250, Alpha: 0, Lambda: 0.1] -> MAE: 23.59 | ExpVar: 0.01
2020-09-06 20:15:58,248 Results for XGB 87 [Target: reg:gamma, MaxDepth: 6, NEstimators: 250, Alpha: 0.1, Lambda: 0] -> MAE: 21.89 | ExpVar: 0.09
2020-09-06 20:15:58,269 Results for XGB 88 [Target: reg:gamma, MaxDepth: 6, NEstimators: 250, Alpha: 0.1, Lambda: 0.1] -> MAE: 21.21 | ExpVar: 0.11
2020-09-06 20:15:58,309 Results for XGB 89 [Target: reg:gamma, MaxDepth: 6, NEstimators: 500, Alpha: 0, Lambda: 0] -> MAE: 23.22 | ExpVar: 0.12
2020-09-06 20:15:58,340 Results for XGB 90 [Target: reg:gamma, MaxDepth: 6, NEstimators: 500, Alpha: 0, Lambda: 0.1] -> MAE: 23.59 | ExpVar: 0.01
2020-09-06 20:15:58,370 Results for XGB 91 [Target: reg:gamma, MaxDepth: 6, NEstimators: 500, Alpha: 0.1, Lambda: 0] -> MAE: 21.89 | ExpVar: 0.09
2020-09-06 20:15:58,403 Results for XGB 92 [Target: reg:gamma, MaxDepth: 6, NEstimators: 500, Alpha: 0.1, Lambda: 0.1] -> MAE: 21.21 | ExpVar: 0.11
2020-09-06 20:15:58,456 Results for XGB 93 [Target: reg:gamma, MaxDepth: 6, NEstimators: 1000, Alpha: 0, Lambda: 0] -> MAE: 23.22 | ExpVar: 0.12
2020-09-06 20:15:58,504 Results for XGB 94 [Target: reg:gamma, MaxDepth: 6, NEstimators: 1000, Alpha: 0, Lambda: 0.1] -> MAE: 23.59 | ExpVar: 0.01
2020-09-06 20:15:58,560 Results for XGB 95 [Target: reg:gamma, MaxDepth: 6, NEstimators: 1000, Alpha: 0.1, Lambda: 0] -> MAE: 21.89 | ExpVar: 0.09
2020-09-06 20:15:58,619 Results for XGB 96 [Target: reg:gamma, MaxDepth: 6, NEstimators: 1000, Alpha: 0.1, Lambda: 0.1] -> MAE: 21.21 | ExpVar: 0.11
2020-09-06 20:15:58,619 Best Model:
2020-09-06 20:15:58,620 Target:reg:gamma
2020-09-06 20:15:58,621 MaxDepth:6
2020-09-06 20:15:58,621 NEstimators:100
2020-09-06 20:15:58,622 Alpha:0.1
2020-09-06 20:15:58,623 Gamma:0.1
