2020-09-06 20:17:40,736 Results for XGB 1 [Target: reg:linear, MaxDepth: 2, NEstimators: 100, Alpha: 0, Lambda: 0] -> MAE: 34.28 | ExpVar: -0.74
2020-09-06 20:17:40,742 Results for XGB 2 [Target: reg:linear, MaxDepth: 2, NEstimators: 100, Alpha: 0, Lambda: 0.1] -> MAE: 33.59 | ExpVar: -0.66
2020-09-06 20:17:40,748 Results for XGB 3 [Target: reg:linear, MaxDepth: 2, NEstimators: 100, Alpha: 0.1, Lambda: 0] -> MAE: 34.31 | ExpVar: -0.76
2020-09-06 20:17:40,757 Results for XGB 4 [Target: reg:linear, MaxDepth: 2, NEstimators: 100, Alpha: 0.1, Lambda: 0.1] -> MAE: 33.07 | ExpVar: -0.63
2020-09-06 20:17:40,773 Results for XGB 5 [Target: reg:linear, MaxDepth: 2, NEstimators: 250, Alpha: 0, Lambda: 0] -> MAE: 34.22 | ExpVar: -0.85
2020-09-06 20:17:40,787 Results for XGB 6 [Target: reg:linear, MaxDepth: 2, NEstimators: 250, Alpha: 0, Lambda: 0.1] -> MAE: 34.73 | ExpVar: -0.87
2020-09-06 20:17:40,803 Results for XGB 7 [Target: reg:linear, MaxDepth: 2, NEstimators: 250, Alpha: 0.1, Lambda: 0] -> MAE: 34.91 | ExpVar: -0.86
2020-09-06 20:17:40,816 Results for XGB 8 [Target: reg:linear, MaxDepth: 2, NEstimators: 250, Alpha: 0.1, Lambda: 0.1] -> MAE: 34.89 | ExpVar: -0.82
2020-09-06 20:17:40,840 Results for XGB 9 [Target: reg:linear, MaxDepth: 2, NEstimators: 500, Alpha: 0, Lambda: 0] -> MAE: 34.33 | ExpVar: -0.86
2020-09-06 20:17:40,873 Results for XGB 10 [Target: reg:linear, MaxDepth: 2, NEstimators: 500, Alpha: 0, Lambda: 0.1] -> MAE: 34.97 | ExpVar: -0.89
2020-09-06 20:17:40,909 Results for XGB 11 [Target: reg:linear, MaxDepth: 2, NEstimators: 500, Alpha: 0.1, Lambda: 0] -> MAE: 35.07 | ExpVar: -0.88
2020-09-06 20:17:40,940 Results for XGB 12 [Target: reg:linear, MaxDepth: 2, NEstimators: 500, Alpha: 0.1, Lambda: 0.1] -> MAE: 35.01 | ExpVar: -0.85
2020-09-06 20:17:41,002 Results for XGB 13 [Target: reg:linear, MaxDepth: 2, NEstimators: 1000, Alpha: 0, Lambda: 0] -> MAE: 34.35 | ExpVar: -0.87
2020-09-06 20:17:41,070 Results for XGB 14 [Target: reg:linear, MaxDepth: 2, NEstimators: 1000, Alpha: 0, Lambda: 0.1] -> MAE: 34.99 | ExpVar: -0.9
2020-09-06 20:17:41,145 Results for XGB 15 [Target: reg:linear, MaxDepth: 2, NEstimators: 1000, Alpha: 0.1, Lambda: 0] -> MAE: 35.06 | ExpVar: -0.88
2020-09-06 20:17:41,213 Results for XGB 16 [Target: reg:linear, MaxDepth: 2, NEstimators: 1000, Alpha: 0.1, Lambda: 0.1] -> MAE: 35.02 | ExpVar: -0.85
2020-09-06 20:17:41,224 Results for XGB 17 [Target: reg:linear, MaxDepth: 3, NEstimators: 100, Alpha: 0, Lambda: 0] -> MAE: 37.66 | ExpVar: -1.13
2020-09-06 20:17:41,236 Results for XGB 18 [Target: reg:linear, MaxDepth: 3, NEstimators: 100, Alpha: 0, Lambda: 0.1] -> MAE: 37.18 | ExpVar: -1.15
2020-09-06 20:17:41,246 Results for XGB 19 [Target: reg:linear, MaxDepth: 3, NEstimators: 100, Alpha: 0.1, Lambda: 0] -> MAE: 37.42 | ExpVar: -1.12
2020-09-06 20:17:41,260 Results for XGB 20 [Target: reg:linear, MaxDepth: 3, NEstimators: 100, Alpha: 0.1, Lambda: 0.1] -> MAE: 37.19 | ExpVar: -1.18
2020-09-06 20:17:41,277 Results for XGB 21 [Target: reg:linear, MaxDepth: 3, NEstimators: 250, Alpha: 0, Lambda: 0] -> MAE: 38.21 | ExpVar: -1.2
2020-09-06 20:17:41,298 Results for XGB 22 [Target: reg:linear, MaxDepth: 3, NEstimators: 250, Alpha: 0, Lambda: 0.1] -> MAE: 37.71 | ExpVar: -1.21
2020-09-06 20:17:41,317 Results for XGB 23 [Target: reg:linear, MaxDepth: 3, NEstimators: 250, Alpha: 0.1, Lambda: 0] -> MAE: 38.22 | ExpVar: -1.2
2020-09-06 20:17:41,342 Results for XGB 24 [Target: reg:linear, MaxDepth: 3, NEstimators: 250, Alpha: 0.1, Lambda: 0.1] -> MAE: 37.78 | ExpVar: -1.26
2020-09-06 20:17:41,380 Results for XGB 25 [Target: reg:linear, MaxDepth: 3, NEstimators: 500, Alpha: 0, Lambda: 0] -> MAE: 38.24 | ExpVar: -1.2
2020-09-06 20:17:41,418 Results for XGB 26 [Target: reg:linear, MaxDepth: 3, NEstimators: 500, Alpha: 0, Lambda: 0.1] -> MAE: 37.75 | ExpVar: -1.21
2020-09-06 20:17:41,454 Results for XGB 27 [Target: reg:linear, MaxDepth: 3, NEstimators: 500, Alpha: 0.1, Lambda: 0] -> MAE: 38.23 | ExpVar: -1.2
2020-09-06 20:17:41,491 Results for XGB 28 [Target: reg:linear, MaxDepth: 3, NEstimators: 500, Alpha: 0.1, Lambda: 0.1] -> MAE: 37.81 | ExpVar: -1.26
2020-09-06 20:17:41,577 Results for XGB 29 [Target: reg:linear, MaxDepth: 3, NEstimators: 1000, Alpha: 0, Lambda: 0] -> MAE: 38.24 | ExpVar: -1.2
2020-09-06 20:17:41,635 Results for XGB 30 [Target: reg:linear, MaxDepth: 3, NEstimators: 1000, Alpha: 0, Lambda: 0.1] -> MAE: 37.75 | ExpVar: -1.21
2020-09-06 20:17:41,691 Results for XGB 31 [Target: reg:linear, MaxDepth: 3, NEstimators: 1000, Alpha: 0.1, Lambda: 0] -> MAE: 38.23 | ExpVar: -1.2
2020-09-06 20:17:41,741 Results for XGB 32 [Target: reg:linear, MaxDepth: 3, NEstimators: 1000, Alpha: 0.1, Lambda: 0.1] -> MAE: 37.81 | ExpVar: -1.26
2020-09-06 20:17:41,753 Results for XGB 33 [Target: reg:linear, MaxDepth: 6, NEstimators: 100, Alpha: 0, Lambda: 0] -> MAE: 38.14 | ExpVar: -1.51
2020-09-06 20:17:41,766 Results for XGB 34 [Target: reg:linear, MaxDepth: 6, NEstimators: 100, Alpha: 0, Lambda: 0.1] -> MAE: 39.32 | ExpVar: -1.5
2020-09-06 20:17:41,781 Results for XGB 35 [Target: reg:linear, MaxDepth: 6, NEstimators: 100, Alpha: 0.1, Lambda: 0] -> MAE: 38.63 | ExpVar: -1.55
2020-09-06 20:17:41,794 Results for XGB 36 [Target: reg:linear, MaxDepth: 6, NEstimators: 100, Alpha: 0.1, Lambda: 0.1] -> MAE: 39.22 | ExpVar: -1.46
2020-09-06 20:17:41,811 Results for XGB 37 [Target: reg:linear, MaxDepth: 6, NEstimators: 250, Alpha: 0, Lambda: 0] -> MAE: 38.14 | ExpVar: -1.51
2020-09-06 20:17:41,836 Results for XGB 38 [Target: reg:linear, MaxDepth: 6, NEstimators: 250, Alpha: 0, Lambda: 0.1] -> MAE: 39.31 | ExpVar: -1.5
