2020-09-06 20:15:51,672 Results for XGB 1 [Target: reg:linear, MaxDepth: 2, NEstimators: 100, Alpha: 0, Lambda: 0] -> MAE: 56.6 | ExpVar: -1.41
2020-09-06 20:15:51,683 Results for XGB 2 [Target: reg:linear, MaxDepth: 2, NEstimators: 100, Alpha: 0, Lambda: 0.1] -> MAE: 57.99 | ExpVar: -1.5
2020-09-06 20:15:51,691 Results for XGB 3 [Target: reg:linear, MaxDepth: 2, NEstimators: 100, Alpha: 0.1, Lambda: 0] -> MAE: 56.65 | ExpVar: -1.42
2020-09-06 20:15:51,702 Results for XGB 4 [Target: reg:linear, MaxDepth: 2, NEstimators: 100, Alpha: 0.1, Lambda: 0.1] -> MAE: 57.98 | ExpVar: -1.51
2020-09-06 20:15:51,715 Results for XGB 5 [Target: reg:linear, MaxDepth: 2, NEstimators: 250, Alpha: 0, Lambda: 0] -> MAE: 57.85 | ExpVar: -1.6
2020-09-06 20:15:51,735 Results for XGB 6 [Target: reg:linear, MaxDepth: 2, NEstimators: 250, Alpha: 0, Lambda: 0.1] -> MAE: 59.34 | ExpVar: -1.71
2020-09-06 20:15:51,759 Results for XGB 7 [Target: reg:linear, MaxDepth: 2, NEstimators: 250, Alpha: 0.1, Lambda: 0] -> MAE: 57.33 | ExpVar: -1.61
2020-09-06 20:15:51,775 Results for XGB 8 [Target: reg:linear, MaxDepth: 2, NEstimators: 250, Alpha: 0.1, Lambda: 0.1] -> MAE: 58.32 | ExpVar: -1.69
2020-09-06 20:15:51,809 Results for XGB 9 [Target: reg:linear, MaxDepth: 2, NEstimators: 500, Alpha: 0, Lambda: 0] -> MAE: 57.9 | ExpVar: -1.6
2020-09-06 20:15:51,843 Results for XGB 10 [Target: reg:linear, MaxDepth: 2, NEstimators: 500, Alpha: 0, Lambda: 0.1] -> MAE: 59.3 | ExpVar: -1.72
2020-09-06 20:15:51,872 Results for XGB 11 [Target: reg:linear, MaxDepth: 2, NEstimators: 500, Alpha: 0.1, Lambda: 0] -> MAE: 57.34 | ExpVar: -1.62
2020-09-06 20:15:51,908 Results for XGB 12 [Target: reg:linear, MaxDepth: 2, NEstimators: 500, Alpha: 0.1, Lambda: 0.1] -> MAE: 58.28 | ExpVar: -1.7
2020-09-06 20:15:51,962 Results for XGB 13 [Target: reg:linear, MaxDepth: 2, NEstimators: 1000, Alpha: 0, Lambda: 0] -> MAE: 57.9 | ExpVar: -1.6
2020-09-06 20:15:52,043 Results for XGB 14 [Target: reg:linear, MaxDepth: 2, NEstimators: 1000, Alpha: 0, Lambda: 0.1] -> MAE: 59.29 | ExpVar: -1.72
2020-09-06 20:15:52,095 Results for XGB 15 [Target: reg:linear, MaxDepth: 2, NEstimators: 1000, Alpha: 0.1, Lambda: 0] -> MAE: 57.34 | ExpVar: -1.62
